year,total_population,total_monuments,total_exotics,total_conflicts,productivity,is_drought,pop_monument_builder,pop_balanced,pop_reproduction
1186,149,13597.955238491959,6623,6539,0.5317086371882918,True,104,24,21
1187,140,13583.67027570279,6646,6587,0.6496220280111422,True,95,24,21
1188,140,13580.417484802447,6676,6630,0.7080358114157175,False,95,24,21
1189,139,13570.462819664503,6699,6666,0.6719103392398832,False,94,24,21
1190,139,13580.409435146195,6726,6714,0.7781331299094916,False,94,24,21
1191,139,13579.186147187624,6751,6768,0.718747787985487,False,94,24,21
1192,139,13568.802870465102,6774,6820,0.6695450776986832,False,94,24,21
1193,138,13566.490504363062,6799,6872,0.7122830139022251,False,93,24,21
1194,138,13570.564144095277,6825,6921,0.7464155349342931,False,93,24,21
1195,137,13590.665313624955,6854,6968,0.832610818598255,False,92,24,21
1196,137,13606.086057621003,6883,7012,0.8085818199643695,False,92,24,21
1197,137,13636.76622717152,6915,7062,0.8912654432091884,False,92,24,21
1198,137,13631.73897604383,6940,7127,0.7013652786174273,False,92,24,21
1199,135,13619.512249028445,6964,7175,0.6627408591762174,False,90,24,21
